Bénéficiaires,Date de la demande,Montant total des chèques technologiques,Feder décidées,Part wallonne décidées,Montants cofinancés décidées,Feder payées,Part wallonne payées,Montants cofinancés payées,Date de clôture,project
IOL,20/07/2011,500,150,225,375,150,225,375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELIACE,07/09/2011,1000,300,450,750,300,450,750,22/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GROUP TECHNOCHIM EUROPE,04/07/2011,500,150,225,375,150,225,375,29/08/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,04/07/2011,500,150,225,375,150,225,375,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
C.E. +T. TECHNICS,08/08/2011,4000,1200,1800,3000,1200,1800,3000,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
KRIZALID STUDIO,14/07/2011,1000,300,450,750,300,450,750,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GD tech - GLOBAL DESIGN TECHNOLOGY,05/07/2011,1000,300,450,750,300,450,750,26/08/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CASPIAN TRADITION,22/08/2011,2500,750,1125,1875,750,1125,1875,3/11/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREEN PROPULSION,7/10/2011,2000,600,900,1500,600,900,1500,04/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,14/10/2011,500,150,225,375,150,225,375,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LAKSA,27/07/2011,1000,300,450,750,300,450,750,3/11/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ISOMATEX,4/10/2011,2000,600,900,1500,600,900,1500,09/07/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PRECICAL,6/10/2011,500,150,225,375,150,225,375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ECOSTAL,17/10/2011,1000,300,450,750,300,450,750,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ECOSTAL,17/10/2011,7000,2100,3150,5250,2100,3150,5250,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ECOSTAL,17/10/2011,1500,450,675,1125,450,675,1125,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ECOSTAL,17/10/2011,500,150,225,375,150,225,375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NOMICS,22/08/2011,2000,600,900,1500,600,900,1500,17/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SOCIETE BELGE DE MATERIAUX COMPOSITES,3/10/2011,1000,300,450,750,300,450,750,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SOCIETE BELGE DE MATERIAUX COMPOSITES,3/10/2011,2000,600,900,1500,600,900,1500,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PHYSIOL,5/10/2011,500,150,225,375,150,225,375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PHYSIOL,7/10/2011,500,150,225,375,150,225,375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RESPECT-IT,26/07/2011,10000,3000,4500,7500,3000,4500,7500,29/08/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CORIS BIOCONCEPT,28/07/2011,4000,1200,1800,3000,1200,1800,3000,12/10/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ALTISSIA International,12/08/2011,9000,2700,4050,6750,2700,4050,6750,13/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREENELEC Europe,14/09/2011,20000,6000,9000,15000,6000,9000,15000,8/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EYEPEA,16/08/2011,3500,1050,1575,2625,1050,1575,2625,29/09/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Grando,12/10/2011,9500,2850,4275,7125,2850,4275,7125,22/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Jac,17/10/2011,2500,750,1125,1875,750,1125,1875,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FIB BELGIUM SA,29/08/2011,500,150,225,375,150,225,375,18/11/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,14/10/2011,1000,300,450,750,300,450,750,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NEW SOKAO,29/09/2011,3000,900,1350,2250,900,1350,2250,22/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZincOx Belgium,14/10/2011,2500,750,1125,1875,750,1125,1875,18/11/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BE. WAN,08/09/2011,3000,900,1350,2250,900,1350,2250,30/04/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Dreamgest,3/10/2011,5000,1500,2250,3750,1500,2250,3750,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,14/10/2011,1000,300,450,750,300,450,750,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,14/10/2011,500,150,225,375,150,225,375,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ARCHIBEL,13/09/2011,7500,2250,3375,5625,2250,3375,5625,22/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
M.I.M.S.,30/09/2011,4500,1350,2025,3375,1350,2025,3375,22/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HMS BAUSYSTEME,23/09/2011,4500,1350,2025,3375,1350,2025,3375,18/06/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Bio&Natura Food SA,26/09/2011,1500,450,675,1125,450,675,1125,3/11/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RESPECT-IT,28/09/2011,10000,3000,4500,7500,3000,4500,7500,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Etablissements Charles MAQUET et Fils ,5/10/2011,3000,900,1350,2250,900,1350,2250,24/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IWAN SIMONIS,28/09/2011,4000,1200,1800,3000,1200,1800,3000,11/02/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VEGEPACK,10/10/2011,20000,6000,9000,15000,6000,9000,15000,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
F.TODDE,4/10/2011,6500,1950,2925,4875,1950,2925,4875,25/01/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TERRACO GROUP,4/10/2011,2500,750,1125,1875,750,1125,1875,22/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MARTIN MENUISIERS,11/10/2011,14000,4200,6300,10500,4200,6300,10500,27/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Spechim,17/10/2011,20000,6000,9000,15000,6000,9000,15000,24/09/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TARADON LABORATORY,17/10/2011,6500,1950,2925,4875,1950,2925,4875,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZincOx Belgium,7/10/2011,5000,1500,2250,3750,1500,2250,3750,30/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Brasserie d'Orval,10/10/2011,6000,1800,2700,4500,1800,2700,4500,11/03/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERE DE VINALMONT,12/10/2011,3500,1050,1575,2625,1050,1575,2625,10/04/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
C.M.L. Industries,13/10/2011,15000,4500,6750,11250,4500,6750,11250,11/02/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,12/10/2011,9000,2700,4050,6750,2700,4050,6750,06/01/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ARC,14/10/2011,2500,750,1125,1875,750,1125,1875,8/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Alvénat,16/11/2011,3500,1050,1575,2625,1050,1575,2625,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ACTINA,27/10/2011,2000,600,900,1500,600,900,1500,13/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MATRIO - GROUP,30/11/2011,4500,1350,2025,3375,1350,2025,3375,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIAGENODE,05/01/2012,12500,3750,5625,9375,3750,5625,9375,08/03/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
UTERON PHARMA,09/05/2012,5000,1500,2250,3750,1500,2250,3750,,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SOCIETE BELGE DE MATERIAUX COMPOSITES,3/11/2011,1500,450,675,1125,450,675,1125,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SYNACO,9/11/2011,3000,900,1350,2250,900,1350,2250,25/04/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SOMIVANE,15/11/2011,3000,900,1350,2250,900,1350,2250,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROMETHERA BIOSCIENCES,24/11/2011,20000,6000,9000,15000,6000,9000,15000,31/10/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARDIATIS,12/12/2011,6000,1800,2700,4500,1800,2700,4500,10/04/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZincOx Belgium,06/02/2012,5000,1500,2250,3750,1500,2250,3750,30/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LAKSA,30/11/2011,1000,300,450,750,300,450,750,15/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELOY PREFAB,28/11/2011,6500,1950,2925,4875,1950,2925,4875,15/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SCIPION,30/11/2011,7000,2100,3150,5250,2100,3150,5250,14/09/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,16/12/2011,1000,300,450,750,300,450,750,04/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DENORME ENERGY SYSTEM,9/12/2011,4500,1350,2025,3375,1350,2025,3375,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MECATECH,13/12/2011,20000,6000,9000,15000,6000,9000,15000,10/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NECTAR & CO,7/12/2011,500,150,225,375,150,225,375,10/01/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
POMMEE,9/12/2011,12000,3600,5400,9000,3600,5400,9000,23/11/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FIB BELGIUM SA,12/12/2011,12000,3600,5400,9000,3600,5400,9000,30/05/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,29/06/2012,1000,300,450,750,300,450,750,6/11/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
exelio,22/12/2011,20000,6000,9000,15000,6000,9000,15000,27/03/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELOY WATER,12/12/2011,20000,6000,9000,15000,6000,9000,15000,20/12/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Chassis Norma,19/01/2012,4000,1200,1800,3000,900,1350,2250,08/01/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
WOW TECHNOLOGY,14/12/2011,2000,600,900,1500,600,900,1500,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Taipro Engineering,14/12/2011,1500,450,675,1125,450,675,1125,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELIACE,15/12/2011,500,150,225,375,150,225,375,04/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREEN PROPULSION,09/03/2012,1000,300,450,750,300,450,750,04/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
La Comète,03/09/2012,500,150,225,375,150,225,375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PHARMA TECHNOLOGY,14/12/2011,5500,1650,2475,4125,1650,2475,4125,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MARKET - IP,13/12/2011,9500,2850,4275,7125,2850,4275,7125,22/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Ateliers Bodart et Vange,14/12/2011,15000,4500,6750,11250,1650,2475,4125,10/07/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Advanced Developments in Electronics and Software,20/12/2011,2500,750,1125,1875,750,1125,1875,22/10/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Technique Moderne du Plastic,22/03/2012,1000,300,450,750,300,450,750,10/10/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
D.R.B.,03/01/2012,1000,300,450,750,300,450,750,11/02/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Lambiotte et Compagnie,16/12/2011,4000,1200,1800,3000,1200,1800,3000,30/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LASER ENGINEERING APPLICATIONS,20/12/2011,1500,450,675,1125,450,675,1125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RVC,20/12/2011,20000,6000,9000,15000,6000,9000,15000,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ORTHODYNE,20/12/2011,18500,5550,8325,13875,5550,8325,13875,14/09/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELIOSYS,20/12/2011,10000,3000,4500,7500,3000,4500,7500,10/10/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DefIMedia,20/12/2011,12000,3600,5400,9000,3600,5400,9000,23/11/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TERRACO GROUP,25/01/2012,5000,1500,2250,3750,1500,2250,3750,31/10/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CISSOID,21/12/2011,4000,1200,1800,3000,1200,1800,3000,30/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MENUISERIE RICHE,21/12/2011,20000,6000,9000,15000,6000,9000,15000,10/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PHYSIOL,05/01/2012,13500,4050,6075,10125,4050,6075,10125,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BELROBOTICS,05/01/2012,5000,1500,2250,3750,1500,2250,3750,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SYREG,05/01/2012,1000,300,450,750,300,450,750,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
G.I.E. WALCHANVRE,12/01/2012,5000,1500,2250,3750,300,450,750,08/03/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,13/01/2012,3000,900,1350,2250,900,1350,2250,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MULTICOLORE,10/01/2012,2500,750,1125,1875,750,1125,1875,15/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MEURENS NATURAL,17/01/2012,2500,750,1125,1875,750,1125,1875,22/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RUNLITE,20/01/2012,2500,750,1125,1875,750,1125,1875,10/04/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
